State,Enrolled Months,Calendar Months
1,0.42239633301353800,0.10265430124720200
2,0.24363074299115200,0.12130902888817800
3,0.14145613474043300,0.10984969619443600
4,0.09178125999360410,0.10835731798315700
5,0.05441850548981990,0.11251465728600400
6,0.02947446967274280,0.12136232811001000
7,0.01241871868670720,0.17114380130050100
8,0.00282485875706215,0.15174288455388600
9,0.00159897665494084,0.00106598443662723
